NVIDIA GeForce RTX 4090
0.078421 0.142925 0.206135 0.249156 0.301731 0.353547 0.405814 0.458894 
0.136684 0.256551 0.400091 0.517494 0.640463 0.699481 0.805412 0.909834 
0.203858 0.39209 0.595498 0.775322 0.965485 1.04901 1.21696 1.3798 
0.262904 0.505572 0.781995 1.00783 1.26802 1.41401 1.62731 1.84083 
0.331726 0.642152 0.959153 1.25966 1.56548 1.80638 2.06764 2.36277 
0.413999 0.801809 1.20038 1.58289 1.96402 2.18912 2.50158 2.82702 
0.466432 0.895875 1.34204 1.75447 2.19264 2.5425 2.91003 3.28962 
0.540899 1.0619 1.58586 2.07186 2.61751 2.94496 3.38676 3.82898 
0.14155 0.266482 0.411557 0.529067 0.665411 0.73885 0.851593 0.964386 
0.269889 0.517008 0.80898 1.0451 1.30065 1.49511 1.72104 1.94185 
0.407766 0.789459 1.21311 1.59256 1.94483 2.20339 2.53053 2.86014 
0.504441 1.02422 1.58281 2.04343 2.5315 2.88834 3.32309 3.89494 
0.669029 1.3015 1.95661 2.56756 3.16687 3.6684 4.22046 4.90239 
0.833646 1.61953 2.39324 3.15304 3.91434 4.39226 5.05601 5.72164 
0.910165 1.7803 2.6643 3.48743 4.36647 5.18203 6.07793 6.69715 
1.0569 2.05399 3.06307 4.03169 5.04319 6.03932 6.8945 7.77687 
0.204146 0.392413 0.604837 0.786718 0.982532 1.10871 1.28646 1.46806 
0.398384 0.764762 1.1688 1.50993 1.90784 2.20747 2.53207 2.86721 
0.573659 1.1625 1.78823 2.33902 2.91073 3.29341 3.7848 4.28822 
0.779916 1.53082 2.36536 3.07565 3.81449 4.38538 5.04789 5.81297 
0.999665 1.91567 2.85106 3.75062 4.75366 5.50133 6.53851 7.34556 
1.21572 2.36668 3.55939 4.63378 5.78285 6.65995 7.5629 8.50354 
1.34126 2.6211 3.93552 5.21857 6.70006 7.96571 9.13066 10.0155 
1.56581 3.02388 4.53793 6.10862 7.8254 9.23956 10.4842 11.4261 
0.270235 0.517615 0.912089 1.20378 1.2893 1.49943 1.70398 1.9161 
0.520193 0.999627 1.5257 1.9947 2.50486 2.88429 3.31183 3.74118 
0.790896 1.55106 2.33734 3.07202 3.82563 4.39512 5.06112 5.7239 
1.02644 2.02653 3.12774 4.07982 5.0661 6.00659 6.88753 7.63916 
1.28185 2.51933 3.77873 4.94918 6.39743 7.58747 8.74941 9.5427 
1.59672 3.087 4.63297 6.24143 7.82714 9.03638 10.3901 11.3679 
1.77295 3.47497 5.17037 6.8268 9.09308 11.3068 12.1644 13.2357 
2.07763 4.01752 5.99951 8.36628 10.5903 12.3147 13.57 14.8564 
0.329119 0.635208 1.12288 1.48521 1.59502 1.84775 2.11863 2.38077 
0.639453 1.24877 1.90508 2.49945 3.1382 3.64558 4.1971 4.76057 
1.00222 1.94863 2.93986 3.84436 4.75233 5.53149 6.52133 7.31273 
1.30007 2.56755 3.79928 4.99972 6.53744 7.58084 8.74013 9.59461 
1.58348 3.11245 4.68612 6.31986 8.20382 9.64714 10.776 11.7619 
1.9787 3.83889 5.76901 7.85615 10.0714 11.4885 12.9256 14.0533 
