NVIDIA GeForce RTX 4090
2.19105 4.30192 6.47099 9.11066 11.5564 13.5756 14.7593 16.3087 
2.55256 4.94651 7.46888 10.3945 13.2633 15.4089 16.8099 18.536 
0.392215 0.760195 1.16888 1.51095 1.90406 2.21006 2.58076 2.92042 
0.778289 1.55422 2.31097 2.99051 3.75851 4.46747 5.24416 5.82078 
1.18534 2.32707 3.50538 4.52133 5.67936 6.79779 7.79547 8.65469 
1.53334 3.01581 4.49873 5.92934 7.83814 9.50121 10.542 11.4255 
1.9179 3.71224 5.58397 7.42774 9.86258 11.4784 12.7628 14.0757 
2.35278 4.56509 6.85691 9.51371 12.0558 13.5471 15.0055 16.7018 
2.61761 5.14154 7.78364 10.8232 14.2494 16.4396 17.592 19.6016 
3.05904 5.91397 9.1603 12.5445 15.8301 18.2179 19.7806 22.0855 
0.434149 0.869488 1.34047 1.75872 2.20903 2.54793 2.93374 3.38426 
0.902648 1.8046 2.69074 3.51252 4.40338 5.2053 6.14407 6.73429 
1.36576 2.68402 3.97396 5.23788 6.85826 7.96568 9.14586 10.066 
1.76366 3.48429 5.23898 6.90803 9.14228 10.9561 12.0881 12.9032 
2.16576 4.26261 6.40056 8.8991 11.8781 13.6934 14.7148 16.394 
2.74166 5.34077 8.04162 11.1537 14.1329 15.8667 17.2962 19.3637 
3.04675 5.97508 9.25419 12.8381 16.3595 18.7611 20.393 22.7368 
3.55205 6.89611 10.7936 14.6473 18.7146 21.5126 23.0442 26.078 
0.501081 1.00942 1.55547 2.0266 2.54858 2.94994 3.37966 3.8411 
1.02688 2.06711 3.07186 4.0389 5.02397 6.01383 7.00837 7.78527 
1.58665 3.03556 4.56366 6.07834 7.65717 9.20479 10.5524 11.4418 
2.01083 3.96868 5.96016 8.01283 10.4528 12.1525 13.5038 14.9918 
2.51013 4.93549 7.46455 10.3945 13.365 15.406 16.7892 18.5448 
3.10636 6.0457 9.16977 12.7069 16.0029 17.9373 19.9098 22.3727 
3.50061 6.89194 10.5995 14.5779 18.6282 21.3816 23.1752 26.085 
4.08003 7.91729 12.5099 16.6957 21.1974 23.9231 26.1026 29.595 

0.048433 0.072612 0.101539 0.128561 0.155052 0.183975 0.212761 0.273535 
0.083068 0.137042 0.193698 0.253417 0.33126 0.380101 0.426545 0.486812 
0.123271 0.218144 0.308067 0.378217 0.487633 0.563298 0.619285 0.675946 
0.177168 0.278054 0.380426 0.461482 0.591762 0.682505 0.767736 0.877985 
0.220351 0.334766 0.462498 0.573441 0.730103 0.857326 0.953305 1.11916 
0.269636 0.423782 0.574064 0.704807 0.902305 1.06187 1.18414 1.35368 
0.29922 0.483862 0.660073 0.810111 1.04295 1.23358 1.39173 1.59036 
0.344952 0.548425 0.765729 0.932865 1.21559 1.41257 1.5892 1.8206 
0.077558 0.129714 0.183237 0.238789 0.307988 0.36418 0.423151 0.476781 
0.179637 0.281467 0.38476 0.476212 0.607752 0.724155 0.835031 0.942293 
0.271242 0.421901 0.581616 0.716502 0.907028 1.07533 1.24691 1.40899 
0.349326 0.556519 0.762208 0.949092 1.19578 1.42132 1.66071 1.86874 
0.431117 0.699349 0.953183 1.18646 1.4911 1.77643 2.0692 2.34156 
0.532592 0.852472 1.15738 1.43268 1.81213 2.14726 2.4954 2.80742 
0.601592 0.973872 1.33856 1.64656 2.09363 2.47588 2.89995 3.26899 
0.686233 1.11263 1.52521 1.88845 2.4142 2.8579 3.33467 3.75336 
0.113408 0.208506 0.290566 0.369351 0.503094 0.594748 0.660508 0.739702 
0.247479 0.41839 0.573456 0.728921 0.992363 1.17245 1.30977 1.47285 
0.369666 0.635302 0.869966 1.10262 1.49139 1.76906 1.96624 2.21276 
0.472244 0.828333 1.14088 1.45411 1.96471 2.32074 2.6014 2.91997 
0.582109 1.03308 1.41854 1.79974 2.44026 2.89585 3.2489 3.63011 
0.705118 1.26771 1.72532 2.17583 2.94886 3.48848 3.90189 4.37888 
0.784596 1.42044 1.96856 2.50276 3.40087 4.03663 4.52504 5.07176 
0.8989 1.6358 2.24523 2.86488 3.89156 4.61278 5.17231 5.80016 
0.171078 0.285851 0.386014 0.540653 0.708963 0.814305 0.909361 1.03326 
0.33626 0.575124 0.774923 1.08393 1.4102 1.62116 1.81483 2.05136 
0.523997 0.870219 1.15329 1.62271 2.10001 2.41767 2.70314 3.06063 
0.671586 1.12273 1.51405 2.11906 2.77038 3.20235 3.57972 4.04074 
0.827493 1.39301 1.87995 2.64493 3.47317 4.00853 4.48061 5.06608 
1.04448 1.73375 2.30347 3.23711 4.18439 4.7994 5.36503 6.07894 
1.14905 1.93423 2.62514 3.68366 4.82956 5.56983 6.2234 7.04894 
1.31835 2.25242 3.05376 4.25464 5.53374 6.37822 7.11957 8.07759 
0.207689 0.350201 0.523384 0.735129 0.922593 1.07822 1.20879 1.36011 
0.411015 0.704576 1.03764 1.46403 1.84709 2.14378 2.39414 2.70482 
0.619596 1.06631 1.55666 2.19747 2.74254 3.18472 3.58185 4.02913 
0.776808 1.36933 2.02198 2.89136 3.62873 4.20999 4.73525 5.33392 
0.885861 1.69955 2.52304 3.61247 4.52057 5.25056 5.89902 6.66878 
1.11351 2.10981 3.10896 4.37317 5.47443 6.34271 7.11725 8.05396 
1.22059 2.39155 3.54431 5.04488 6.35248 7.34664 8.2612 9.33399 
1.39017 2.73577 4.05384 5.7858 7.2594 8.42839 9.4459 10.6808 
0.255399 0.416072 0.710719 0.957795 1.15305 1.36024 1.51459 1.76399 
0.49846 0.832607 1.40747 1.90497 2.30111 2.70493 3.00415 3.53153 
0.781014 1.25227 2.10283 2.87142 3.44897 4.03951 4.50967 5.29385 
0.980982 1.62907 2.77501 3.78942 4.55086 5.36784 5.97869 7.01007 
1.23018 2.03147 3.45293 4.72104 5.68527 6.69423 7.45878 8.73709 
1.54393 2.51013 4.19432 5.74988 6.86443 8.0726 8.99692 10.5434 
1.71136 2.84142 4.84663 6.5913 7.95375 9.37664 10.4546 12.2423 
1.95726 3.25971 5.55276 7.54701 9.09165 10.7085 11.9515 14.0152 
0.294922 0.501489 0.912655 1.21658 1.45959 1.73093 1.92728 2.27034 
0.548151 0.993088 1.80758 2.40849 2.89803 3.43452 3.83405 4.52476 
0.81299 1.47301 2.71639 3.64182 4.34749 5.14097 5.76003 6.80974 
1.14195 1.9522 3.58847 4.80883 5.75562 6.82932 7.6318 8.99662 
1.34619 2.45411 4.48377 6.00025 7.18826 8.53865 9.536 11.2437 
1.58597 3.10193 5.43203 7.28691 8.71277 10.3019 11.5371 13.5851 
1.88154 3.434 6.26688 8.39169 10.0671 11.9398 13.342 15.7251 
2.29848 3.96655 7.20391 9.62827 11.545 13.6835 15.2882 18.0092 
0.35104 0.690012 1.13281 1.50266 1.78543 2.13857 2.38969 2.89419 
0.698484 1.38479 2.24194 2.98141 3.55646 4.26082 4.74607 5.79272 
1.10233 2.19924 3.38913 4.49255 5.34642 6.39181 7.15978 8.68689 
1.38926 2.7553 4.47433 5.94525 7.10134 8.48235 9.49538 11.5034 
1.73783 3.43392 5.57814 7.40254 8.8638 10.6182 11.8429 14.3819 
2.20377 4.42258 6.75202 8.97111 10.7176 12.7884 14.3255 17.3033 
2.42207 4.801 7.78412 10.3562 12.4061 14.9953 16.5772 20.0779 
2.7844 5.62329 8.9646 11.8657 14.27 17.0288 18.9999 22.9698 

0.015805 0.01803 0.02193 0.067551 0.105133 0.130821 0.145873 0.164834 
0.018124 0.052496 0.124396 0.163423 0.202058 0.246092 0.278418 0.31795 
0.020167 0.125901 0.181873 0.239768 0.297272 0.361971 0.413079 0.470256 
0.023826 0.16327 0.240112 0.316923 0.375745 0.434788 0.501172 0.571053 
0.085589 0.186413 0.273522 0.360825 0.448373 0.541362 0.622871 0.710987 
0.115167 0.222276 0.325842 0.431393 0.535532 0.645095 0.746282 0.85072 
0.133402 0.255453 0.37758 0.500597 0.622011 0.750429 0.868543 0.989914 
0.150517 0.290019 0.431569 0.594564 0.717838 0.85519 0.990168 1.13016 

0.013244 0.015833 0.041837 0.035977 0.102994 0.135038 0.149676 0.169171 
0.04971 0.08787 0.132031 0.169151 0.212942 0.2572 0.286848 0.326394 
0.046218 0.115322 0.192936 0.259071 0.310135 0.377781 0.420223 0.486628 
0.050218 0.177503 0.253632 0.328719 0.405627 0.49894 0.556007 0.641148 
0.116294 0.215947 0.313711 0.406547 0.509491 0.616789 0.69402 0.79789 
0.14094 0.252771 0.370243 0.483175 0.599 0.738179 0.827867 0.952432 
0.160284 0.30145 0.428829 0.559637 0.673509 0.777046 0.86921 1.00231 
0.164593 0.300358 0.442159 0.577511 0.7174 0.883399 0.992232 1.14335 

0.015432 0.022313 0.029795 0.095318 0.127746 0.150852 0.174858 0.198651 
0.022748 0.095411 0.150461 0.198608 0.246709 0.294835 0.341582 0.390412 
0.029934 0.151339 0.222163 0.294521 0.365962 0.437172 0.50999 0.580893 
0.095741 0.198526 0.295152 0.389104 0.485613 0.581146 0.677027 0.772709 
0.127002 0.245694 0.36616 0.48592 0.605247 0.725555 0.844792 0.964245 
0.150742 0.294495 0.437383 0.581723 0.725585 0.868331 1.01191 1.15416 
0.174855 0.34231 0.509191 0.677676 0.844717 0.947003 1.10392 1.26002 
0.186637 0.365571 0.544587 0.723234 0.902713 1.08115 1.26044 1.43933 
